id,title,artist
98311,Go Tell It on the Mountain,Dorothy Maynor with Unaccompanied Male Choir
64513,Corcovado,João Gilberto
22948,With a Song in My Heart,John Hundley & Lillian Taiz
4865,Here's That Rainy Day,Dolores Gray
63854,You'll Never Know,Alice Faye
1055,You Only Live Twice,Nancy Sinatra
8673,Creep,Radiohead
4687,Someone to Watch over Me,Gertrude Lawrence
10745,For All We Know,Morton Downey
121504,Jean,The Suntones
114810,I'm Thru with Love,Henry Busse and His Orchestra - Vocal Refrain by Richard Barry
7284,Love for Sale,"Kathryn Crawford, June Shafer, Ida Pearson and Stella Friend"
25621,That Lucky Old Sun,Vaughn Monroe and His Orchestra
9199,Wichita Lineman,Glen Campbell
10907,Dream a Little Dream of Me,Ozzie Nelson and His Orchestra
200724,The Ballad of Casey Jones,Billy Murray
9665,Mood Indigo,The Jungle Band
43012,By the Light of the Silvery Moon,Billy Murray and Haydn Qartet with Orchestra
122183,Take Me Out to the Ball Game,Harvey Hindermeyer
209,Purple Haze,Jimi Hendrix Experience
11833,Let's Fall in Love,Harold Arlen with Orchestral Acc. Dir. by Ray Sinatra
26939,Good Morning Starshine,Jill O'Hara and the Company
13204,You've Got a Friend,Carole King
82200,Them There Eyes,Hal Kemp and His Orchestra
1924,Because,The Beatles
1792,Crying in the Chapel,Darrell Glenn
882,Will You Love Me Tomorrow,The Shirelles
20162,Fascinating Rhythm,"Fred Astaire, Adele Astaire & Cliff Edwards"
117450,Heart and Soul,Larry Clinton and His Orchestra - Vocal Refrain by Bea Wain
23770,'S Wonderful,Adele Astaire & Allen Kearns
71702,I Hadn't Anyone 'Till You,Ray Noble and His Orchestra featuring Tony Martin
4779,The End of the World,Skeeter Davis
3063,Ain't No Sunshine,Bill Withers
4849,Alone Together,Leo Reisman and His Orchestra
21352,I'm Gonna Make You Love Me,Dee Dee Warwick
65049,I'm Beginning to See the Light,Harry James and His Orchestra
117883,I Can't Believe That You're in Love with Me,Dolores Valesco
121296,Dear Heart,Joanie Sommers with The Bobby Troup Sextet
122499,You're the Cream in My Coffee,Ona Munson and Jack Whiting
142440,Nagasaki,Ipana Troubadours
64372,Blues in the Night,"Artie Shaw and His Orchestra - Vocal Refrain and trumpet by ""Hot Lips"" Page"
4867,More Than You Know,Mayo Methot
32534,High Noon (Do Not Forsake Me),Tex Ritter
56366,Someday My Prince Will Come,Adriana Caselotti
13208,Con te partirò,Andrea Bocelli
135726,Deep in a Dream,Bob Crosby and His Orchestra - Vocal Chorus by Marion Mann
233,Always on My Mind,B.J. Thomas
10216,"Gee, Ain't I Good to You",McKinney's Cotton Pickers - Vocal Refrain by Donald Redman
102577,I'll Be Around,Cab Calloway & His Orchestra
5915,Little Girl Blue,Gloria Grafton
4694,It Ain't Necessarily So,John W. Bubbles
71473,A Nightingale Sang in Berkeley Square,Judy Campbell
10576,Angel Eyes,Herb Jeffries with Buddy Baker and His Orchestra
12255,Cheek to Cheek,Fred Astaire with Leo Reisman and His Orchestra
144648,Little White Lies,Irving Kaufman
117791,"Bill Bailey, Won't You Please Come Home?",Arthur Collins
1305,You Keep Me Hangin' On,The Supremes
856,I Shot the Sheriff,The Wailers
153900,Home Sweet Home,John Yorke Atlee
64489,Caminhos Cruzados,Silvia Telles
30552,Temptation,Bing Crosby with Lennie Hayton and His Orchestra
121182,Something to Remember You By,Libby Holman
80336,If I Loved You,Jan Clayton and John Raitt with Carousel Orchestra under direction of Joseph Littau
106883,(Love Is) The Tender Trap,Debbie Reynolds
5917,Imagine,John Lennon
34907,Good Morning Heartache,Billie Holiday
14620,Meditação,Isaura Garcia
112910,If I Could Be with You (One Hour Tonight),"Eva Taylor, accomp. by Clarence Williams Blue Five"
20414,Cecilia,Simon and Garfunkel
93655,I'll Get By (As Long as I Have You),"Nick Lucas ""The Crooning Troubadour"""
34604,Let's Call the Whole Thing Off,Fred Astaire with Johnny Green and His Orchestra
3061,My Girl,The Temptations [US1]
12140,"Lover Man (Oh, Where Can You Be?)",Billie Holiday
20120,In the Wee Small Hours of the Morning,Frank Sinatra
68063,I'll Close My Eyes,Dorothy Squires with Orchestra directed by Billy Reid
25154,Isn't She Lovely?,Stevie Wonder
40876,"Baby, Won't You Please Come Home",Eva Taylor
10838,(Get Your Kicks On) Route 66,The King Cole Trio
7213,Look for the Silver Lining,Marilyn Miller and Leon Errol
22965,I Could Write a Book,Gene Kelly & Leila Ernst
4354,Respect,Otis Redding
49809,Wade in the Water,The Sunset Four Jubilee Singers
841,Killing Me Softly with His Song,Lori Lieberman
65609,I Gotta Right to Sing the Blues,Lillian Shade
124809,The Twelve Days of Christmas,Bing Crosby with The Andrews Sisters & Vic Schoen and His Orchestra
1795,Are You Lonesome To-Night?,Charles Hart [US]
48320,Whatever Lola Wants,Dinah Shore
119158,The Birth of the Blues,Irving Abrams & His Orchestra
7253,As Time Goes By,Frances Williams
13873,Speak Low,Kurt Weill
195566,Louisiana Fairy Tale,"""Fats"" Waller and His Rhythm"
33251,Frankie and Johnny,The Leighton Brothers
52177,"Take the ""A"" Train",Duke Ellington and His Famous Orchestra
99751,Can You Feel the Love Tonight?,Joseph Williams & Sally Dworsky
11850,April in Paris,Evelyn Hoey
19943,Get Happy,Ruth Etting
65381,Between the Devil and the Deep Blue Sea,Aida Ward
131020,I'm Forever Blowing Bubbles,Nell Carrington
89492,John Henry,Fiddlin' John Carson
11006,I Can't Give You Anything but Love (Baby),Adelaide Hall
120968,Hava nagila,A.Z. Idelsohn
75372,The Thrill Is Gone,Rudy Vallee & Everett Marshall
34728,Torna a Surriento,"Giovanni Ambrosini, Maria Cappiello"
5687,Nants' Ingonyama - Circle of Life,Carmen Twillie
55442,Busted,Burl Ives
76498,Autumn in New York,J. Harold Murray
6730,Alexander's Ragtime Band,Emma Carus
14861,"Quizás, quizás, quizás",Trio Durango con guitarras
123334,Joshua Fit the Battle of Jericho,Harrod's Jubilee Singers
5438,A Foggy Day,Hal Kemp and His Orchestra - Vocal Refrain by Skinny Ennis
10848,These Foolish Things (Remind Me of You),Dorothy Dickson
56781,The Old Rugged Cross,Mrs. William Asher - Homer Rodeheaver
28094,Bali Ha'i,Juanita Hall
